prod_subcat_code,prod_cat_code,cust_id,transaction_id,tran_date,Qty,Rate,Tax,total_amt,Store_type,DOB,Gender,city_code,prod_cat,prod_subcat
10,5,269888,317342885,01-07-2013,2,550,115.5,1215.5,e-Shop,17-02-1991,F,5,Books,Non-Fiction
10,5,268994,76877980037,08-12-2012,4,694,291.48,3067.48,TeleShop,10-04-1985,F,10,Books,Non-Fiction
10,5,270151,41091754701,06-07-2013,4,137,57.54,605.54,TeleShop,05-06-1979,M,10,Books,Non-Fiction
10,5,268021,69200473551,03-12-2012,5,922,484.05,5094.05,e-Shop,18-10-1971,F,10,Books,Non-Fiction
10,5,271789,37088951626,08-03-2011,-1,-1031,108.255,-1139.255,e-Shop,13-03-1984,F,4,Books,Non-Fiction
10,5,274679,47191947150,01-08-2013,2,307,64.47,678.47,MBR,14-05-1981,F,10,Books,Non-Fiction
10,5,274435,12138152876,NA,5,786,412.65,4342.65,Flagship store,10-02-1974,M,8,Books,Non-Fiction
10,5,275264,94712826085,05-08-2011,5,221,116.025,1221.025,TeleShop,24-10-1991,M,4,Books,Non-Fiction
10,5,272926,15582208763,NA,4,671,281.82,2965.82,MBR,11-07-1970,F,4,Books,Non-Fiction
10,5,270322,9249643508,03-01-2014,1,583,61.215,644.215,e-Shop,15-12-1990,F,10,Books,Non-Fiction
10,5,272526,27439532997,NA,3,1421,447.615,4710.615,Flagship store,26-09-1985,M,3,Books,Non-Fiction
10,5,269881,70367745576,08-09-2011,-5,-178,93.45,-983.45,MBR,25-11-1982,M,10,Books,Non-Fiction
10,5,274956,86358620689,NA,2,1457,305.97,3219.97,Flagship store,02-09-1981,M,10,Books,Non-Fiction
10,5,270492,75648018119,NA,2,621,130.41,1372.41,Flagship store,14-09-1982,F,7,Books,Non-Fiction
10,5,273233,75207962984,07-04-2013,5,1002,526.05,5536.05,TeleShop,12-11-1992,M,2,Books,Non-Fiction
10,5,267939,98271941861,NA,-4,-1238,519.96,-5471.96,Flagship store,18-03-1985,F,1,Books,Non-Fiction
10,5,271168,37669746774,03-10-2011,3,150,47.25,497.25,MBR,25-09-1976,M,4,Books,Non-Fiction
10,5,269407,74843917010,NA,2,568,119.28,1255.28,TeleShop,25-04-1978,F,1,Books,Non-Fiction
10,5,273740,13404978136,NA,3,619,194.985,2051.985,MBR,15-02-1978,F,5,Books,Non-Fiction
10,5,267387,34290078309,06-10-2012,4,1300,546,5746,Flagship store,11-01-1973,M,9,Books,Non-Fiction
10,5,267942,80075837949,10-05-2012,3,1163,366.345,3855.345,TeleShop,23-06-1979,F,6,Books,Non-Fiction
10,5,271179,99646645072,11-07-2012,2,460,96.6,1016.6,MBR,12-10-1971,F,5,Books,Non-Fiction
10,5,274707,19574999480,NA,1,309,32.445,341.445,TeleShop,14-08-1988,M,3,Books,Non-Fiction
10,5,270252,87456253133,09-06-2011,1,1282,134.61,1416.61,e-Shop,02-03-1971,M,5,Books,Non-Fiction
10,5,273587,96554290634,NA,3,195,61.425,646.425,e-Shop,29-08-1970,F,1,Books,Non-Fiction
10,5,270239,89339946742,01-02-2013,4,81,34.02,358.02,Flagship store,05-10-1990,M,9,Books,Non-Fiction
10,5,268670,42498831319,NA,5,740,388.5,4088.5,TeleShop,01-04-1971,M,9,Books,Non-Fiction
10,5,267749,90229930537,02-01-2014,5,1423,747.075,7862.075,e-Shop,11-10-1973,M,10,Books,Non-Fiction
10,5,273186,56963279332,04-12-2011,4,173,72.66,764.66,Flagship store,03-05-1975,F,7,Books,Non-Fiction
10,5,270164,60624340030,NA,3,1325,417.375,4392.375,TeleShop,11-03-1985,M,8,Books,Non-Fiction
10,5,271625,98010520257,NA,4,1448,608.16,6400.16,TeleShop,15-09-1988,F,2,Books,Non-Fiction
10,5,269860,65914834397,NA,1,286,30.03,316.03,e-Shop,17-11-1977,F,8,Books,Non-Fiction
10,5,275018,45097573300,03-08-2011,1,221,23.205,244.205,MBR,14-08-1989,F,6,Books,Non-Fiction
10,5,274923,60615420139,NA,4,1447,607.74,6395.74,Flagship store,08-09-1987,M,8,Books,Non-Fiction
10,5,270450,36762903926,NA,2,714,149.94,1577.94,e-Shop,24-04-1970,F,3,Books,Non-Fiction
10,5,267422,84760427365,10-12-2012,2,1317,276.57,2910.57,Flagship store,03-06-1984,M,5,Books,Non-Fiction
10,5,267939,98271941861,NA,4,1238,519.96,5471.96,Flagship store,18-03-1985,F,1,Books,Non-Fiction
10,5,273783,77306507070,NA,5,828,434.7,4574.7,MBR,13-08-1989,F,7,Books,Non-Fiction
10,5,273863,22635337610,06-02-2014,2,1137,238.77,2512.77,TeleShop,23-01-1972,F,6,Books,Non-Fiction
10,5,268145,26627819202,10-02-2012,1,859,90.195,949.195,e-Shop,27-06-1977,F,6,Books,Non-Fiction
10,5,274018,46654998858,08-03-2011,-4,-797,334.74,-3522.74,Flagship store,29-09-1974,F,8,Books,Non-Fiction
10,5,270724,50302936135,NA,3,1048,330.12,3474.12,MBR,26-10-1988,F,9,Books,Non-Fiction
10,5,267913,84079805861,NA,-2,-1364,286.44,-3014.44,e-Shop,08-01-1992,F,2,Books,Non-Fiction
10,5,274849,45725607812,NA,3,343,108.045,1137.045,MBR,09-06-1970,M,4,Books,Non-Fiction
10,5,270958,14841285754,NA,2,391,82.11,864.11,Flagship store,21-03-1992,F,2,Books,Non-Fiction
10,5,274155,63690140425,10-02-2011,5,805,422.625,4447.625,Flagship store,13-01-1976,M,9,Books,Non-Fiction
10,5,268879,54331243608,NA,3,952,299.88,3155.88,TeleShop,13-02-1986,M,2,Books,Non-Fiction
10,5,273890,24291347392,NA,4,325,136.5,1436.5,e-Shop,16-11-1982,F,7,Books,Non-Fiction
10,5,272720,81491551398,NA,1,1003,105.315,1108.315,e-Shop,09-03-1973,F,2,Books,Non-Fiction
10,5,274834,62370692300,NA,1,1416,148.68,1564.68,TeleShop,02-04-1970,M,4,Books,Non-Fiction
10,5,271398,9726609971,NA,2,498,104.58,1100.58,TeleShop,29-03-1988,M,2,Books,Non-Fiction
10,5,270905,67244179914,01-06-2012,5,1218,639.45,6729.45,e-Shop,11-07-1980,F,5,Books,Non-Fiction
10,5,270144,40241299251,NA,1,116,12.18,128.18,e-Shop,28-01-1973,F,5,Books,Non-Fiction
10,5,273651,72746396077,11-07-2013,4,740,310.8,3270.8,TeleShop,12-04-1982,M,7,Books,Non-Fiction
10,5,272526,60874711364,NA,-3,-140,44.1,-464.1,MBR,26-09-1985,M,3,Books,Non-Fiction
10,5,271547,63054471573,NA,3,755,237.825,2502.825,Flagship store,10-03-1973,F,7,Books,Non-Fiction
10,5,273896,756246414,NA,2,1488,312.48,3288.48,MBR,24-09-1975,M,6,Books,Non-Fiction
10,5,269214,19872212809,08-07-2013,5,399,209.475,2204.475,MBR,21-04-1978,F,9,Books,Non-Fiction
10,5,268977,30880557173,NA,4,1119,469.98,4945.98,Flagship store,04-11-1985,M,9,Books,Non-Fiction
10,5,268097,91217108818,01-02-2012,2,411,86.31,908.31,e-Shop,15-12-1992,F,7,Books,Non-Fiction
10,5,268819,11878870074,NA,4,1486,624.12,6568.12,e-Shop,17-01-1975,M,7,Books,Non-Fiction
10,5,270272,24868546589,NA,5,364,191.1,2011.1,TeleShop,01-10-1978,F,10,Books,Non-Fiction
10,5,273997,51514644394,NA,2,1380,289.8,3049.8,TeleShop,29-07-1971,M,3,Books,Non-Fiction
10,5,272044,15491594213,NA,4,760,319.2,3359.2,Flagship store,27-07-1981,F,2,Books,Non-Fiction
10,5,267891,5238564912,06-07-2012,2,1300,273,2873,e-Shop,19-06-1989,M,1,Books,Non-Fiction
10,5,268367,3112837690,NA,1,762,80.01,842.01,MBR,16-10-1976,M,10,Books,Non-Fiction
10,5,273122,5912114763,11-10-2013,2,922,193.62,2037.62,e-Shop,28-11-1970,M,4,Books,Non-Fiction
10,5,275104,77738613519,07-02-2014,4,1219,511.98,5387.98,e-Shop,18-08-1971,M,3,Books,Non-Fiction
10,5,267825,24608995635,NA,3,372,117.18,1233.18,Flagship store,16-10-1984,F,9,Books,Non-Fiction
10,5,269536,32889219128,01-01-2014,5,1423,747.075,7862.075,e-Shop,21-03-1990,M,5,Books,Non-Fiction
10,5,273254,14139771623,NA,4,910,382.2,4022.2,e-Shop,05-07-1982,M,3,Books,Non-Fiction
10,5,273745,10952553070,NA,5,158,82.95,872.95,TeleShop,25-03-1989,F,10,Books,Non-Fiction
10,5,275031,69994723675,04-05-2012,-2,-1079,226.59,-2384.59,Flagship store,11-03-1977,M,1,Books,Non-Fiction
10,5,275031,35581355562,NA,4,1484,623.28,6559.28,e-Shop,11-03-1977,M,1,Books,Non-Fiction
10,5,267701,76768790910,NA,1,1062,111.51,1173.51,TeleShop,18-05-1992,M,2,Books,Non-Fiction
10,5,268746,65206448581,12-12-2011,5,543,285.075,3000.075,MBR,28-09-1985,F,1,Books,Non-Fiction
10,5,269172,2032011182,NA,-3,-1211,381.465,-4014.465,e-Shop,28-07-1973,F,4,Books,Non-Fiction
10,5,268015,25610418428,NA,-1,-73,7.665,-80.665,Flagship store,23-05-1984,M,10,Books,Non-Fiction
10,5,269396,5090971806,NA,2,716,150.36,1582.36,TeleShop,25-11-1971,M,3,Books,Non-Fiction
10,5,273918,18042456272,03-03-2011,5,707,371.175,3906.175,MBR,28-08-1979,M,3,Books,Non-Fiction
10,5,271380,91466446059,05-05-2013,4,351,147.42,1551.42,TeleShop,25-06-1977,F,7,Books,Non-Fiction
10,5,269214,19872212809,12-07-2013,-5,-399,209.475,-2204.475,MBR,21-04-1978,F,9,Books,Non-Fiction
10,5,269772,23728989099,06-06-2012,4,839,352.38,3708.38,TeleShop,25-05-1981,F,9,Books,Non-Fiction
10,5,270683,7428057613,01-09-2012,3,669,210.735,2217.735,e-Shop,28-01-1972,F,5,Books,Non-Fiction
10,5,272987,79993402328,12-10-2012,4,256,107.52,1131.52,TeleShop,20-11-1977,M,2,Books,Non-Fiction
10,5,267169,19312855774,NA,2,1015,213.15,2243.15,MBR,07-02-1973,M,8,Books,Non-Fiction
10,5,267169,61476307012,NA,5,180,94.5,994.5,TeleShop,07-02-1973,M,8,Books,Non-Fiction
10,5,270960,83039087811,08-02-2011,4,97,40.74,428.74,Flagship store,28-04-1975,F,4,Books,Non-Fiction
10,5,271781,26058441084,08-12-2012,5,553,290.325,3055.325,MBR,01-08-1987,M,8,Books,Non-Fiction
10,5,270722,41704840887,NA,1,1466,153.93,1619.93,MBR,06-02-1975,F,1,Books,Non-Fiction
10,5,272365,70588738170,08-06-2011,4,1053,442.26,4654.26,Flagship store,19-05-1983,F,9,Books,Non-Fiction
10,5,267022,74795937348,NA,1,521,54.705,575.705,e-Shop,01-05-1982,F,8,Books,Non-Fiction
10,5,267364,585837570,11-09-2011,5,1411,740.775,7795.775,TeleShop,21-10-1980,M,8,Books,Non-Fiction
10,5,272140,88624447922,10-10-2011,5,882,463.05,4873.05,MBR,27-10-1988,M,10,Books,Non-Fiction
10,5,268723,38953933513,05-02-2011,4,1493,627.06,6599.06,MBR,17-07-1991,F,6,Books,Non-Fiction
10,5,267971,90932423984,04-11-2012,2,308,64.68,680.68,Flagship store,02-09-1990,M,2,Books,Non-Fiction
10,5,274099,81636321076,NA,2,569,119.49,1257.49,TeleShop,05-05-1980,F,4,Books,Non-Fiction
10,5,275179,62716330833,NA,3,730,229.95,2419.95,MBR,16-05-1977,M,7,Books,Non-Fiction
10,5,271620,80677867300,10-08-2011,3,1164,366.66,3858.66,e-Shop,03-07-1975,M,9,Books,Non-Fiction
10,5,268368,73834739224,NA,1,532,55.86,587.86,e-Shop,07-10-1990,M,9,Books,Non-Fiction
10,5,268956,93924660540,07-03-2011,-3,-858,270.27,-2844.27,e-Shop,28-05-1984,M,6,Books,Non-Fiction
10,5,269368,35751594250,04-03-2011,3,452,142.38,1498.38,Flagship store,22-12-1979,F,9,Books,Non-Fiction
10,5,271380,46646960526,NA,5,1494,784.35,8254.35,Flagship store,25-06-1977,F,7,Books,Non-Fiction
10,5,267748,96871067311,NA,1,680,71.4,751.4,MBR,29-05-1981,M,1,Books,Non-Fiction
10,5,270462,94305937397,11-03-2013,4,978,410.76,4322.76,MBR,22-10-1974,F,4,Books,Non-Fiction
10,5,274828,54196482670,09-11-2013,1,662,69.51,731.51,Flagship store,10-12-1977,M,6,Books,Non-Fiction
10,5,274837,47916247207,03-04-2013,-1,-246,25.83,-271.83,e-Shop,09-06-1971,F,3,Books,Non-Fiction
10,5,272595,60404413180,NA,4,1032,433.44,4561.44,e-Shop,13-11-1974,M,5,Books,Non-Fiction
10,5,271214,79394149229,06-06-2012,4,1246,523.32,5507.32,Flagship store,28-07-1989,F,2,Books,Non-Fiction
10,5,270347,64091728043,07-10-2011,4,107,44.94,472.94,e-Shop,27-07-1982,F,8,Books,Non-Fiction
10,5,273918,26703733651,12-12-2013,3,835,263.025,2768.025,e-Shop,28-08-1979,M,3,Books,Non-Fiction
10,5,274138,98111772934,NA,1,457,47.985,504.985,e-Shop,15-11-1973,M,8,Books,Non-Fiction
10,5,270372,15893698766,NA,4,735,308.7,3248.7,MBR,20-04-1983,F,1,Books,Non-Fiction
10,5,268524,96591948815,NA,2,995,208.95,2198.95,MBR,12-05-1980,F,7,Books,Non-Fiction
10,5,270372,15893698766,NA,-4,-735,308.7,-3248.7,MBR,20-04-1983,F,1,Books,Non-Fiction
10,5,269376,18147222234,NA,3,693,218.295,2297.295,e-Shop,02-04-1973,F,8,Books,Non-Fiction
10,5,271806,60357037209,NA,2,1396,293.16,3085.16,MBR,10-03-1980,F,10,Books,Non-Fiction
10,5,272165,91039584326,02-01-2014,1,1268,133.14,1401.14,e-Shop,01-12-1990,M,4,Books,Non-Fiction
10,5,274163,60715535657,06-10-2013,2,772,162.12,1706.12,e-Shop,17-03-1979,M,6,Books,Non-Fiction
10,5,271424,8697004076,NA,3,1093,344.295,3623.295,Flagship store,17-03-1976,F,9,Books,Non-Fiction
10,5,269459,21547594924,NA,-5,-1417,743.925,-7828.925,MBR,17-04-1983,M,2,Books,Non-Fiction
10,5,270690,59570924415,NA,3,285,89.775,944.775,MBR,09-04-1988,M,4,Books,Non-Fiction
10,5,275093,84694332194,09-11-2012,3,279,87.885,924.885,Flagship store,02-04-1980,F,6,Books,Non-Fiction
10,5,270966,76918173706,NA,2,1277,268.17,2822.17,e-Shop,01-07-1986,F,8,Books,Non-Fiction
10,5,271673,2556975693,NA,2,417,87.57,921.57,Flagship store,26-06-1975,F,7,Books,Non-Fiction
10,5,274609,21045719571,02-05-2013,3,686,216.09,2274.09,e-Shop,04-02-1978,F,5,Books,Non-Fiction
10,5,269296,96548039065,NA,3,672,211.68,2227.68,TeleShop,12-08-1987,F,3,Books,Non-Fiction
10,5,271353,98769420754,NA,4,1006,422.52,4446.52,MBR,22-08-1990,M,2,Books,Non-Fiction
10,5,272165,97939365188,06-09-2013,5,221,116.025,1221.025,Flagship store,01-12-1990,M,4,Books,Non-Fiction
10,5,275049,33391937236,07-06-2013,3,662,208.53,2194.53,MBR,01-09-1983,M,2,Books,Non-Fiction
10,5,269788,11448658750,NA,-2,-1137,238.77,-2512.77,e-Shop,23-06-1984,F,1,Books,Non-Fiction
10,5,267129,31948829089,09-05-2011,2,1128,236.88,2492.88,e-Shop,13-05-1978,M,6,Books,Non-Fiction
10,5,272317,79025894902,NA,3,1095,344.925,3629.925,e-Shop,08-12-1980,M,10,Books,Non-Fiction
10,5,272726,93104455994,NA,2,1334,280.14,2948.14,e-Shop,14-05-1976,M,4,Books,Non-Fiction
10,5,272653,52436811766,05-04-2011,2,705,148.05,1558.05,e-Shop,05-12-1978,F,9,Books,Non-Fiction
10,5,274948,12150266022,05-12-2013,3,882,277.83,2923.83,e-Shop,16-12-1984,M,8,Books,Non-Fiction
10,5,273548,38758004974,NA,2,1409,295.89,3113.89,Flagship store,12-04-1976,M,7,Books,Non-Fiction
10,5,272268,46254819387,NA,2,760,159.6,1679.6,MBR,14-10-1983,F,1,Books,Non-Fiction
10,5,268772,55832908999,05-09-2013,2,921,193.41,2035.41,MBR,20-10-1970,F,3,Books,Non-Fiction
10,5,272440,9237252879,03-04-2012,4,551,231.42,2435.42,Flagship store,16-06-1985,F,4,Books,Non-Fiction
10,5,270074,10877729712,03-11-2013,3,1441,453.915,4776.915,e-Shop,20-02-1983,M,10,Books,Non-Fiction
10,5,267749,90229930537,06-01-2014,-5,-1423,747.075,-7862.075,e-Shop,11-10-1973,M,10,Books,Non-Fiction
10,5,269674,89218785484,04-05-2013,-1,-216,22.68,-238.68,TeleShop,17-03-1975,F,10,Books,Non-Fiction
10,5,272060,28243146808,05-06-2011,1,922,96.81,1018.81,e-Shop,12-07-1979,F,8,Books,Non-Fiction
10,5,269981,56960319474,NA,3,1229,387.135,4074.135,MBR,14-04-1975,F,5,Books,Non-Fiction
10,5,273546,88671144106,NA,3,948,298.62,3142.62,e-Shop,29-06-1972,F,9,Books,Non-Fiction
10,5,266945,93339940797,NA,4,452,189.84,1997.84,TeleShop,25-10-1974,M,2,Books,Non-Fiction
10,5,271873,85489227221,NA,4,961,403.62,4247.62,e-Shop,17-04-1972,M,1,Books,Non-Fiction
10,5,267706,55499897374,04-11-2013,1,75,7.875,82.875,Flagship store,09-03-1982,M,3,Books,Non-Fiction
10,5,274408,47186009136,01-05-2011,4,1301,546.42,5750.42,e-Shop,19-05-1979,F,3,Books,Non-Fiction
10,5,275227,76880074300,08-02-2014,3,298,93.87,987.87,MBR,23-09-1989,M,4,Books,Non-Fiction
10,5,267291,96845494683,NA,3,748,235.62,2479.62,MBR,22-07-1984,F,4,Books,Non-Fiction
10,5,273010,61656218788,NA,-4,-1357,569.94,-5997.94,e-Shop,06-08-1985,F,4,Books,Non-Fiction
10,5,270753,17434813138,07-09-2011,1,960,100.8,1060.8,Flagship store,03-07-1977,M,5,Books,Non-Fiction
10,5,269015,94020503694,NA,1,499,52.395,551.395,e-Shop,15-07-1991,F,6,Books,Non-Fiction
10,5,270268,54922994480,03-05-2011,-1,-1208,126.84,-1334.84,e-Shop,11-04-1987,F,8,Books,Non-Fiction
10,5,270147,24683883707,NA,3,1415,445.725,4690.725,e-Shop,07-01-1972,F,6,Books,Non-Fiction
10,5,269333,1324013031,NA,3,1286,405.09,4263.09,TeleShop,10-04-1979,F,5,Books,Non-Fiction
10,5,273207,41426497582,NA,1,232,24.36,256.36,TeleShop,11-09-1983,F,1,Books,Non-Fiction
10,5,273507,76172413265,02-09-2011,1,333,34.965,367.965,e-Shop,09-06-1987,M,8,Books,Non-Fiction
10,5,272116,86754239868,NA,4,931,391.02,4115.02,e-Shop,25-12-1985,F,3,Books,Non-Fiction
10,5,268878,51887955411,12-12-2012,2,1068,224.28,2360.28,Flagship store,28-07-1974,M,7,Books,Non-Fiction
10,5,272822,12041911956,12-08-2013,2,1304,273.84,2881.84,e-Shop,13-12-1975,F,4,Books,Non-Fiction
10,5,272431,69617036953,NA,5,670,351.75,3701.75,MBR,03-10-1979,F,3,Books,Non-Fiction
10,6,271103,47540823261,NA,-5,-1199,629.475,-6624.475,MBR,05-04-1979,F,3,Home and kitchen,Kitchen
10,6,268815,21774886418,09-08-2012,3,661,208.215,2191.215,Flagship store,26-06-1975,M,3,Home and kitchen,Kitchen
10,6,267652,31098889224,NA,2,917,192.57,2026.57,e-Shop,08-06-1980,F,6,Home and kitchen,Kitchen
10,6,274358,29526018087,NA,4,1369,574.98,6050.98,Flagship store,05-08-1974,M,4,Home and kitchen,Kitchen
10,6,267971,99544093871,NA,4,1095,459.9,4839.9,e-Shop,02-09-1990,M,2,Home and kitchen,Kitchen
10,6,270448,91873408065,09-09-2011,2,310,65.1,685.1,e-Shop,29-11-1974,M,8,Home and kitchen,Kitchen
10,6,273329,74509240633,01-05-2012,1,1034,108.57,1142.57,MBR,25-06-1987,M,4,Home and kitchen,Kitchen
10,6,268681,38391048536,NA,4,749,314.58,3310.58,MBR,29-07-1973,M,8,Home and kitchen,Kitchen
10,6,270612,79660093215,NA,5,711,373.275,3928.275,TeleShop,06-01-1979,F,1,Home and kitchen,Kitchen
10,6,274899,94763360768,NA,4,400,168,1768,MBR,27-08-1992,F,10,Home and kitchen,Kitchen
10,6,273387,79719782158,NA,4,377,158.34,1666.34,MBR,15-10-1973,F,10,Home and kitchen,Kitchen
10,6,267005,8606568980,NA,3,1306,411.39,4329.39,Flagship store,27-12-1988,M,4,Home and kitchen,Kitchen
10,6,268720,76916560921,07-02-2014,4,348,146.16,1538.16,e-Shop,07-08-1989,M,3,Home and kitchen,Kitchen
10,6,269388,41914991024,NA,4,912,383.04,4031.04,e-Shop,14-11-1975,M,3,Home and kitchen,Kitchen
10,6,267815,8073892000,NA,4,601,252.42,2656.42,Flagship store,26-07-1971,F,10,Home and kitchen,Kitchen
10,6,274507,25799155678,NA,2,150,31.5,331.5,e-Shop,10-02-1987,M,3,Home and kitchen,Kitchen
10,6,273197,66589040898,01-08-2011,4,90,37.8,397.8,TeleShop,16-10-1985,M,5,Home and kitchen,Kitchen
10,6,273527,45996092431,01-09-2011,4,1154,484.68,5100.68,e-Shop,07-07-1971,F,2,Home and kitchen,Kitchen
10,6,271651,52402327469,NA,2,561,117.81,1239.81,TeleShop,10-04-1971,F,1,Home and kitchen,Kitchen
10,6,269926,12180008404,06-05-2013,4,1231,517.02,5441.02,e-Shop,05-10-1987,F,4,Home and kitchen,Kitchen
10,6,268131,93899583999,02-03-2012,3,1376,433.44,4561.44,TeleShop,11-05-1979,M,5,Home and kitchen,Kitchen
10,6,270964,60900920338,NA,3,1289,406.035,4273.035,TeleShop,28-11-1986,F,5,Home and kitchen,Kitchen
10,6,271986,9537530476,NA,1,590,61.95,651.95,Flagship store,22-08-1983,F,10,Home and kitchen,Kitchen
10,6,268246,32560370083,10-12-2012,5,1312,688.8,7248.8,Flagship store,21-03-1985,F,9,Home and kitchen,Kitchen
10,6,270706,9659551493,07-10-2013,2,980,205.8,2165.8,e-Shop,24-11-1972,M,1,Home and kitchen,Kitchen
10,6,271154,78504919301,NA,4,746,313.32,3297.32,TeleShop,08-05-1975,M,3,Home and kitchen,Kitchen
10,6,269556,20417144530,NA,3,654,206.01,2168.01,Flagship store,27-12-1972,M,5,Home and kitchen,Kitchen
10,6,274373,58335620905,02-12-2011,5,662,347.55,3657.55,TeleShop,27-04-1990,F,10,Home and kitchen,Kitchen
10,6,274410,38055189661,NA,3,1047,329.805,3470.805,e-Shop,05-12-1975,M,8,Home and kitchen,Kitchen
10,6,271014,68751067430,NA,5,1275,669.375,7044.375,Flagship store,02-07-1987,M,1,Home and kitchen,Kitchen
10,6,269016,63833750229,NA,-3,-460,144.9,-1524.9,TeleShop,12-03-1983,F,8,Home and kitchen,Kitchen
10,6,267594,12773478634,NA,3,847,266.805,2807.805,e-Shop,28-10-1977,F,8,Home and kitchen,Kitchen
10,6,272355,96850947526,NA,2,111,23.31,245.31,MBR,05-04-1988,F,3,Home and kitchen,Kitchen
10,6,273421,59615033338,08-04-2011,3,476,149.94,1577.94,MBR,26-09-1979,F,9,Home and kitchen,Kitchen
10,6,275163,97302834901,10-01-2014,2,72,15.12,159.12,Flagship store,05-11-1976,M,6,Home and kitchen,Kitchen
10,6,273703,79276691171,NA,3,895,281.925,2966.925,e-Shop,02-03-1986,F,1,Home and kitchen,Kitchen
10,6,274900,165168462,NA,3,417,131.355,1382.355,e-Shop,17-05-1977,M,9,Home and kitchen,Kitchen
10,6,267420,16637125140,05-09-2012,5,691,362.775,3817.775,e-Shop,22-09-1985,M,8,Home and kitchen,Kitchen
10,6,271241,23261208420,NA,2,1233,258.93,2724.93,e-Shop,19-09-1982,F,7,Home and kitchen,Kitchen
10,6,272497,18851081565,NA,1,399,41.895,440.895,MBR,01-03-1971,M,10,Home and kitchen,Kitchen
10,6,269555,27934684578,NA,3,97,30.555,321.555,e-Shop,24-12-1973,F,7,Home and kitchen,Kitchen
10,6,267905,64185871065,NA,3,754,237.51,2499.51,MBR,12-10-1972,F,9,Home and kitchen,Kitchen
10,6,275168,18893942947,NA,3,1262,397.53,4183.53,e-Shop,29-04-1992,M,5,Home and kitchen,Kitchen
10,6,271858,32702422963,NA,3,198,62.37,656.37,e-Shop,24-10-1977,M,2,Home and kitchen,Kitchen
10,6,273748,45391436190,03-01-2014,4,1077,452.34,4760.34,e-Shop,18-10-1989,M,2,Home and kitchen,Kitchen
10,6,267492,88433403734,05-05-2013,5,1487,780.675,8215.675,e-Shop,15-03-1980,F,9,Home and kitchen,Kitchen
10,6,269050,99749033696,02-03-2011,1,215,22.575,237.575,TeleShop,15-09-1984,M,1,Home and kitchen,Kitchen
10,6,274770,39483608825,NA,5,512,268.8,2828.8,TeleShop,17-06-1970,F,2,Home and kitchen,Kitchen
10,6,273708,36231475826,NA,5,425,223.125,2348.125,TeleShop,09-07-1970,F,7,Home and kitchen,Kitchen
10,6,268287,61518095737,10-05-2011,3,611,192.465,2025.465,e-Shop,01-02-1979,M,2,Home and kitchen,Kitchen
10,6,268815,67122793940,12-11-2011,1,1443,151.515,1594.515,Flagship store,26-06-1975,M,3,Home and kitchen,Kitchen
10,6,272450,23437066139,05-11-2011,2,859,180.39,1898.39,e-Shop,08-05-1986,M,1,Home and kitchen,Kitchen
10,6,268419,29884166860,NA,4,351,147.42,1551.42,e-Shop,23-12-1972,F,3,Home and kitchen,Kitchen
10,6,273012,53904165582,02-01-2012,4,530,222.6,2342.6,Flagship store,01-12-1988,M,8,Home and kitchen,Kitchen
10,6,271375,65328000122,07-05-2012,2,838,175.98,1851.98,e-Shop,04-10-1975,M,10,Home and kitchen,Kitchen
10,6,271499,33974773505,NA,1,254,26.67,280.67,e-Shop,10-02-1989,F,10,Home and kitchen,Kitchen
10,6,275082,39489465631,07-02-2014,2,403,84.63,890.63,MBR,11-07-1972,M,9,Home and kitchen,Kitchen
10,6,267293,98709585932,04-01-2013,3,1066,335.79,3533.79,MBR,18-03-1972,M,2,Home and kitchen,Kitchen
10,6,272403,86930274993,07-12-2013,2,892,187.32,1971.32,TeleShop,14-05-1978,F,4,Home and kitchen,Kitchen
10,6,273010,37630656698,05-06-2013,1,1413,148.365,1561.365,TeleShop,06-08-1985,F,4,Home and kitchen,Kitchen
10,6,271008,7062711497,07-10-2012,3,1166,367.29,3865.29,e-Shop,14-07-1988,F,4,Home and kitchen,Kitchen
10,6,273421,67558301331,NA,1,509,53.445,562.445,MBR,26-09-1979,F,9,Home and kitchen,Kitchen
10,6,270938,98753900300,NA,1,873,91.665,964.665,MBR,23-10-1970,F,9,Home and kitchen,Kitchen
10,6,272495,5729528362,NA,3,1208,380.52,4004.52,TeleShop,10-07-1970,M,8,Home and kitchen,Kitchen
10,6,267503,48862881472,NA,-1,-898,94.29,-992.29,e-Shop,21-07-1988,F,5,Home and kitchen,Kitchen
10,6,272241,62833158156,NA,5,1098,576.45,6066.45,MBR,12-02-1990,M,8,Home and kitchen,Kitchen
10,6,272574,23848726298,NA,5,1350,708.75,7458.75,Flagship store,02-04-1991,M,8,Home and kitchen,Kitchen
10,6,271766,72036347235,NA,2,709,148.89,1566.89,TeleShop,13-04-1985,M,8,Home and kitchen,Kitchen
10,6,270837,38432487071,NA,2,1009,211.89,2229.89,Flagship store,09-01-1990,F,8,Home and kitchen,Kitchen
10,6,269068,58069117916,04-07-2011,4,575,241.5,2541.5,e-Shop,15-02-1979,F,6,Home and kitchen,Kitchen
10,6,274757,91620608266,NA,5,615,322.875,3397.875,MBR,02-05-1979,F,7,Home and kitchen,Kitchen
10,6,272271,21620598613,02-07-2011,2,312,65.52,689.52,MBR,16-01-1990,M,3,Home and kitchen,Kitchen
10,6,273251,37046462109,NA,2,164,34.44,362.44,Flagship store,29-11-1979,M,2,Home and kitchen,Kitchen
