Birth Rate,Business Tax Rate,CO2 Emissions,Ease of Business (clusters),Country/Region,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
0.02,0.145,,Very Friendly,Saudi Arabia,21,22,,7.34E+11,0.032,795,72,0.014,0.54,,77,74,1.874,0.297,0.674,0.029,28287855,0.825,Middle East,8400000000,17986000000,12/1/2012
0.024,0.397,,Low,Syria,13,147,,,0.034,105,336,0.012,0.243,,78,72,0.593,0.354,0.607,0.039,22399254,0.565,Middle East,,,12/1/2012
0.015,0.149,,Very Friendly,United Arab Emirates,8,26,,3.84E+11,0.028,1343,12,0.007,0.85,,78,76,1.496,0.144,0.852,0.004,9205651,0.847,Middle East,,,12/1/2012
0.031,0.327,,Moderate,"Yemen",40,129,,31992801303,0.055,71,248,0.042,0.174,0.245,64,62,0.583,0.407,0.565,0.028,23852409,0.329,Middle East,1057000000,,12/1/2012
,,,Not Clustered,American Samoa,,,,,,,,,,,,,,,,,55128,0.874,Oceania,,,12/1/2012
0.014,0.472,,Very Friendly,Australia,3,10,133681,1.53E+12,0.091,6140,109,0.004,0.79,0.07,84,80,1.056,0.189,0.671,0.14,22723900,0.89,Oceania,34130000000,34704000000,12/1/2012
0.021,0.376,,Friendly,Fiji,59,58,,4035420973,0.04,177,163,0.02,0.337,0.07,73,67,0.982,0.289,0.659,0.052,874742,0.526,Oceania,987000000,110000000,12/1/2012
0.017,,,Not Clustered,French Polynesia,,,,,,,,,0.529,,78,74,0.825,0.229,0.7,0.071,273814,0.562,Oceania,,,12/1/2012
0.017,,,Not Clustered,Guam,,,,,,,,,0.615,,81,76,,0.266,0.656,0.078,162810,0.943,Oceania,,,12/1/2012
0.023,0.318,,Moderate,Kiribati,31,117,,174984469,0.107,187,120,0.046,0.107,,71,66,0.159,0.324,0.636,0.04,100786,0.439,Oceania,,,12/1/2012
,0.648,,Moderate,Marshall Islands,17,110,,173000000,0.156,590,128,0.031,0.1,,,,,,,,52555,0.719,Oceania,,,12/1/2012
0.024,0.599,,Low,"Micronesia",16,150,,326160961,0.128,405,128,0.031,0.26,0.143,70,68,0.302,0.358,0.602,0.039,103395,0.223,Oceania,,,12/1/2012
0.016,,,Not Clustered,New Caledonia,,,,,,,,,0.58,,79,73,0.912,0.228,0.673,0.099,258000,0.685,Oceania,,,12/1/2012
0.014,0.34,,Very Friendly,New Zealand,1,3,18566,1.71E+11,0.103,3292,152,0.005,0.82,0.058,83,79,1.104,0.203,0.661,0.136,4433000,0.862,Oceania,5467000000,3718000000,12/1/2012
0.029,0.421,,Moderate,Papua New Guinea,53,108,,15653921367,0.052,114,207,0.048,0.035,0.108,64,60,0.378,0.384,0.588,0.029,7167010,0.13,Oceania,,,12/1/2012
0.027,0.189,,Friendly,Samoa,9,55,,684273267,0.068,245,224,0.016,0.129,0.099,76,70,,0.379,0.57,0.051,188889,0.196,Oceania,148000000,22300000,12/1/2012
0.031,0.253,,Friendly,Solomon Islands,9,92,,999972421,0.08,148,80,0.026,0.07,0.113,69,66,0.55,0.404,0.563,0.033,549598,0.21,Oceania,66900000,68000000,12/1/2012
0.026,0.254,,Friendly,Tonga,16,60,,471575497,0.054,238,164,0.011,0.349,0.1,75,70,0.534,0.373,0.568,0.058,104941,0.235,Oceania,,,12/1/2012
0.027,0.084,,Friendly,Vanuatu,35,78,,786938335,0.036,116,120,0.015,0.106,0.061,73,69,0.591,0.374,0.586,0.04,247262,0.252,Oceania,288000000,43000000,12/1/2012
0.017,0.41,,Friendly,Antigua and Barbuda,21,66,,1194074074,0.052,681,207,0.008,0.59,0.102,78,73,1.43,0.254,0.675,0.071,89069,0.251,The Americas,,,12/1/2012
0.017,1.078,,Moderate,Argentina,25,121,,6.03E+11,0.085,995,405,0.012,0.558,0.141,80,72,1.566,0.244,0.648,0.108,41086927,0.913,The Americas,5655000000,8213000000,12/1/2012
0.01,,,Not Clustered,Aruba,,,,,,,,,0.74,0.092,78,73,1.319,0.199,0.69,0.11,102384,0.424,The Americas,1414000000,296000000,12/1/2012
0.015,0.466,,Friendly,"Bahamas",24,76,,8149004000,0.075,1647,58,0.011,0.717,0.048,78,72,0.807,0.216,0.71,0.074,371960,0.827,The Americas,2415000000,384000000,12/1/2012
0.013,0.408,,Friendly,Barbados,18,84,,4224850000,0.063,938,237,0.014,0.733,0.087,78,73,1.233,0.19,0.704,0.106,283221,0.318,The Americas,,,12/1/2012
0.024,0.332,,Moderate,Belize,44,104,,1572500000,0.058,259,147,0.015,0.25,0.124,77,71,0.532,0.344,0.617,0.039,324060,0.445,The Americas,299000000,40000000,12/1/2012
0.012,,,Not Clustered,Bermuda,,,,5473536000,,,,,0.913,,82,77,1.395,,,,64798,1,The Americas,461000000,411000000,12/1/2012
0.026,0.834,,Low,Bolivia,49,158,,27035110130,0.058,149,1025,0.032,0.355,0.111,69,65,0.904,0.352,0.599,0.048,10496285,0.673,The Americas,581000000,559000000,12/1/2012
0.015,0.685,,Moderate,Brazil,119,118,,2.25E+12,0.093,1056,2600,0.013,0.486,0.366,77,70,1.25,0.246,0.681,0.073,198656019,0.849,The Americas,6890000000,26202000000,12/1/2012
0.011,0.246,,Very Friendly,Canada,5,17,252651,1.82E+12,0.109,5741,131,0.005,0.83,0.03,83,79,0.801,0.164,0.688,0.148,34754312,0.813,The Americas,20696000000,43010000000,12/1/2012
0.013,,,Not Clustered,Cayman Islands,,,,,,,,,0.741,,,,1.717,,,,57570,1,The Americas,,,12/1/2012
0.014,0.277,,Very Friendly,Chile,8,34,32720,2.66E+11,0.072,1103,291,0.007,0.614,0.101,82,77,1.371,0.214,0.689,0.097,17464814,0.89,The Americas,3180000000,2348000000,12/1/2012
0.019,0.76,,Very Friendly,Colombia,15,42,,3.70E+11,0.068,530,203,0.015,0.49,0.126,78,70,1.029,0.28,0.66,0.06,47704427,0.756,The Americas,3257000000,3364000000,12/1/2012
0.015,0.553,,Moderate,Costa Rica,60,109,,45374788701,0.101,951,226,0.009,0.475,0.182,82,78,1.119,0.239,0.692,0.068,4805295,0.739,The Americas,2544000000,567000000,12/1/2012
0.01,,,Not Clustered,Cuba,,,,,0.086,558,,0.005,0.256,,81,77,0.149,0.166,0.704,0.13,11270957,0.768,The Americas,2614000000,,12/1/2012
0.013,,,Not Clustered,Curacao,,,,,,,,,,,,,1.318,0.195,0.668,0.137,152056,0.897,The Americas,676000000,357000000,12/1/2012
,0.371,,Friendly,Dominica,12,69,,495555556,0.059,392,117,0.011,0.552,0.09,,,1.525,,,,71684,0.687,The Americas,110000000,13000000,12/1/2012
0.021,0.434,,Moderate,Dominican Republic,19,112,,58920504571,0.054,310,324,0.024,0.412,0.155,76,70,0.869,0.305,0.633,0.062,10276621,0.76,The Americas,4736000000,545000000,12/1/2012
0.021,0.346,,Moderate,Ecuador,56,134,,84039856000,0.064,361,654,0.02,0.351,,79,73,1.062,0.303,0.633,0.064,15492264,0.631,The Americas,1039000000,944000000,12/1/2012
0.02,0.348,,Moderate,El Salvador,17,115,,23813600000,0.067,254,320,0.014,0.203,,77,68,1.373,0.306,0.623,0.071,6297394,0.653,The Americas,894000000,286000000,12/1/2012
0.014,,,Not Clustered,Greenland,,,,,,,,,0.649,,,,1.047,,,,56810,0.852,The Americas,,,12/1/2012
0.019,0.453,,Moderate,Grenada,15,102,,801481467,0.064,478,140,0.011,0.32,0.097,75,70,1.232,0.27,0.659,0.071,105483,0.356,The Americas,110000000,10000000,12/1/2012
0.031,0.409,,Friendly,Guatemala,40,93,,50388454861,0.067,226,332,0.027,0.16,0.135,75,68,1.378,0.408,0.547,0.045,15082831,0.502,The Americas,1419000000,914000000,12/1/2012
0.021,0.359,,Moderate,Guyana,20,113,,2851154076,0.066,235,263,0.031,0.33,0.139,69,63,0.688,0.368,0.599,0.033,795369,0.283,The Americas,64000000,82000000,12/1/2012
0.026,0.404,,Low,Haiti,105,177,,7890216508,0.064,53,184,0.056,0.098,0.089,65,61,0.599,0.354,0.601,0.045,10173775,0.548,The Americas,170000000,474000000,12/1/2012
0.026,0.4,,Moderate,Honduras,14,125,,18564264545,0.086,195,224,0.02,0.181,0.185,76,71,0.929,0.357,0.599,0.044,7935846,0.529,The Americas,666000000,464000000,12/1/2012
0.015,0.443,,Friendly,Jamaica,7,91,,14794802081,0.059,318,368,0.015,0.338,0.176,76,71,0.98,0.278,0.643,0.079,2707805,0.541,The Americas,2070000000,165000000,12/1/2012
0.019,0.525,,Very Friendly,Mexico,6,51,191924,1.19E+12,0.061,618,337,0.013,0.398,0.047,80,75,0.834,0.29,0.647,0.063,120847477,0.784,The Americas,13320000000,10735000000,12/1/2012
0.023,0.649,,Moderate,Nicaragua,39,123,,10644973606,0.082,144,207,0.021,0.135,0.12,78,71,0.977,0.334,0.62,0.046,5991733,0.578,The Americas,422000000,372000000,12/1/2012
0.02,0.405,,Friendly,Panama,7,61,,37956200000,0.076,723,431,0.016,0.403,0.069,80,75,1.634,0.286,0.643,0.071,3802281,0.657,The Americas,3784000000,605000000,12/1/2012
0.024,0.35,,Moderate,Paraguay,35,107,,24611040343,0.103,392,387,0.019,0.293,0.172,74,70,1.016,0.328,0.619,0.054,6687361,0.589,The Americas,265000000,341000000,12/1/2012
0.02,0.364,,Very Friendly,Peru,25,39,,1.93E+11,0.051,337,293,0.014,0.382,0.192,77,72,0.98,0.292,0.646,0.063,29987800,0.776,The Americas,3288000000,1950000000,12/1/2012
0.011,0.507,,Very Friendly,Puerto Rico,6,37,,1.01E+11,,,218,,0.69,,82,75,0.826,0.198,0.667,0.135,3651545,0.937,The Americas,3193000000,1156000000,12/1/2012
,,,Not Clustered,Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,39088,1,The Americas,854000000,120000000,12/1/2012
,0.519,,Friendly,St. Kitts and Nevis,19,97,,731851852,0.059,825,203,0.008,0.793,0.087,,,1.418,,,,53584,0.318,The Americas,94000000,14000000,12/1/2012
0.016,0.346,,Friendly,St. Lucia,15,59,,1318148148,0.085,556,92,0.013,0.348,0.095,77,72,1.194,0.243,0.67,0.087,180870,0.185,The Americas,335000000,49000000,12/1/2012
0.016,,,Not Clustered,St. Martin (French part),,,,,,,,,,,82,76,,,,,30959,,The Americas,,,12/1/2012
0.017,0.387,,Friendly,St. Vincent and the Grenadines,10,75,,694444444,0.052,340,111,0.018,0.475,0.094,75,70,1.161,0.257,0.675,0.068,109373,0.495,The Americas,93000000,14000000,12/1/2012
0.018,0.279,,Low,Suriname,694,165,,5012121212,0.059,521,199,0.021,0.347,0.117,74,68,1.065,0.278,0.656,0.066,534541,0.662,The Americas,79000000,58000000,12/1/2012
0.015,0.291,,Friendly,Trinidad and Tobago,41,63,,23436342520,0.054,972,210,0.02,0.595,0.077,74,66,1.408,0.207,0.705,0.088,1337439,0.088,The Americas,,,12/1/2012
,,,Not Clustered,Turks and Caicos Islands,,,,,,,,,,,,,,,,,32427,0.911,The Americas,,,12/1/2012
0.013,0.464,,Very Friendly,United States,5,4,2132446,1.62E+13,0.179,8895,175,0.006,0.793,0.033,81,76,0.96,0.196,0.667,0.136,313873685,0.811,The Americas,2.00E+11,1.27E+11,12/1/2012
0.015,0.419,,Friendly,Uruguay,7,85,,50004354667,0.089,1308,310,0.01,0.545,0.112,80,74,1.471,0.22,0.639,0.14,3395253,0.948,The Americas,2222000000,1028000000,12/1/2012
0.02,0.619,,Low,"Venezuela",144,180,,3.81E+11,0.046,593,792,0.013,0.491,0.164,78,72,1.021,0.288,0.652,0.06,29954782,0.889,The Americas,904000000,3202000000,12/1/2012
0.011,,,Not Clustered,Virgin Islands (U.S.),,,,,,,,,0.405,,83,76,,0.206,0.641,0.152,105275,0.949,The Americas,,,12/1/2012
